Year,Month,Day,Avg_Radiation,Avg_Temperature
2011,1,1,4.517666666666667,25.524099999999997
2011,1,2,4.6735999999999995,25.886666666666667
2011,1,3,5.6008000000000004,26.376433333333335
2011,1,4,6.650333333333333,26.87836666666667
2011,1,5,5.521333333333334,26.782533333333333
2011,1,6,4.852733333333333,26.38843333333333
2011,1,7,5.804333333333333,26.256566666666668
2011,1,8,5.8316,26.597033333333332
2011,1,9,5.2350666666666665,26.648666666666667
2011,1,10,4.9824,26.541066666666666
2011,1,11,6.5252,26.861533333333334
2011,1,12,5.260466666666667,26.776366666666664
2011,1,13,4.901066666666666,26.475099999999998
2011,1,14,5.3274,26.6246
2011,1,15,3.4015333333333335,26.14796666666667
2011,1,16,4.264466666666666,26.1399
2011,1,17,3.697133333333334,25.826533333333334
2011,1,18,4.880199999999999,26.012766666666668
2011,1,19,6.0864,26.4515
2011,1,20,4.386466666666667,26.2517
2011,1,21,5.261066666666666,26.026266666666668
2011,1,22,4.201533333333334,25.4547
2011,1,23,5.810733333333333,26.058366666666668
2011,1,24,4.9398,26.2091
2011,1,25,5.2156666666666665,26.016000000000002
2011,1,26,5.424933333333334,25.609733333333335
2011,1,27,5.248066666666667,25.67343333333333
2011,1,28,5.3890666666666664,25.90373333333333
2011,1,29,4.1596,26.163333333333334
2011,1,30,5.875466666666667,26.454333333333334
2011,1,31,5.670466666666667,26.509766666666668
2011,2,1,4.087066666666667,26.283533333333335
2011,2,2,5.697133333333333,26.418033333333334
2011,2,3,4.6251999999999995,26.169966666666667
2011,2,4,4.5976,26.266333333333332
2011,2,5,4.7668,26.4762
2011,2,6,5.276066666666666,26.441133333333333
2011,2,7,3.204066666666667,25.540399999999998
2011,2,8,5.0164,25.557333333333332
2011,2,9,4.456133333333333,25.3667
2011,2,10,6.4248,26.197133333333333
2011,2,11,6.253133333333333,26.204900000000002
2011,2,12,4.320733333333333,26.005166666666668
2011,2,13,4.970933333333333,25.856933333333334
2011,2,14,4.633666666666667,25.8368
2011,2,15,5.0325999999999995,25.861266666666666
2011,2,16,6.0347333333333335,26.4371
2011,2,17,5.859533333333333,26.610433333333333
2011,2,18,5.767133333333334,26.461166666666667
2011,2,19,5.298,26.212666666666667
2011,2,20,4.1888000000000005,25.915433333333333
2011,2,21,5.173733333333333,25.9107
2011,2,22,4.772666666666667,26.1465
2011,2,23,3.7712,25.681
2011,2,24,4.322533333333333,25.8405
2011,2,25,4.727733333333333,26.21313333333333
2011,2,26,4.630066666666667,26.426000000000002
2011,2,27,6.0152,26.7078
2011,2,28,5.546866666666666,26.654166666666665
2011,3,1,5.515533333333334,26.323666666666668
2011,3,2,4.85,26.2425
2011,3,3,4.253533333333333,25.80493333333333
2011,3,4,3.6421333333333337,25.587433333333333
2011,3,5,4.595866666666667,25.838233333333335
2011,3,6,6.085733333333334,26.439866666666667
2011,3,7,5.5462,26.3181
2011,3,8,5.293266666666667,26.358933333333333
2011,3,9,6.161533333333334,26.653666666666666
2011,3,10,6.249933333333334,26.588633333333334
2011,3,11,6.451,26.6636
2011,3,12,4.597133333333334,26.4063
2011,3,13,5.985333333333333,26.509
2011,3,14,4.637866666666667,26.113633333333333
2011,3,15,4.2094,25.597166666666666
2011,3,16,5.3609333333333336,25.8824
2011,3,17,4.7698,25.87836666666667
2011,3,18,3.9192666666666667,25.770200000000003
2011,3,19,5.3594,25.976033333333334
2011,3,20,4.8946000000000005,26.144366666666667
2011,3,21,4.325399999999999,26.035366666666665
2011,3,22,4.9539333333333335,26.132866666666665
2011,3,23,4.731133333333333,25.96656666666667
2011,3,24,3.9998666666666667,25.680799999999998
2011,3,25,4.767066666666667,25.812733333333334
2011,3,26,3.8523333333333336,25.689433333333334
2011,3,27,3.649533333333333,25.790399999999998
2011,3,28,4.384,26.046400000000002
2011,3,29,3.82,26.18476666666667
2011,3,30,4.331933333333333,26.472266666666666
2011,3,31,4.436533333333333,26.5094
2011,4,1,3.8568,26.251466666666666
2011,4,2,5.594533333333333,26.560066666666668
2011,4,3,5.5514,26.563866666666666
2011,4,4,5.911933333333333,26.687966666666668
2011,4,5,3.5555333333333334,25.879966666666665
2011,4,6,5.648466666666667,26.226033333333334
2011,4,7,4.585266666666667,26.324566666666666
2011,4,8,4.181933333333333,26.27263333333333
2011,4,9,4.155266666666666,26.000866666666667
2011,4,10,5.320266666666666,26.336266666666667
2011,4,11,4.859533333333333,26.217066666666668
2011,4,12,4.563733333333333,26.0395
2011,4,13,5.187333333333333,25.7629
2011,4,14,4.322066666666666,25.603466666666666
2011,4,15,4.695,25.987166666666667
2011,4,16,4.871933333333333,25.899933333333333
2011,4,17,4.0409999999999995,25.558
2011,4,18,4.894533333333333,25.8369
2011,4,19,5.023133333333334,26.144333333333336
2011,4,20,3.748733333333333,25.966166666666666
2011,4,21,5.392733333333333,25.838966666666664
2011,4,22,4.849066666666666,25.901666666666667
2011,4,23,4.6944,25.878566666666664
2011,4,24,3.7991333333333333,25.765133333333335
2011,4,25,5.347133333333334,26.159566666666667
2011,4,26,4.7946,26.409333333333333
2011,4,27,4.660066666666666,26.402
2011,4,28,4.4248,26.271866666666668
2011,4,29,4.4216,26.27273333333333
2011,4,30,5.1924,26.478933333333334
2011,5,1,5.027266666666667,26.587066666666665
2011,5,2,4.811533333333333,26.3054
2011,5,3,4.9892666666666665,26.170066666666667
2011,5,4,4.1550666666666665,26.092166666666664
2011,5,5,3.6259333333333332,25.929233333333336
2011,5,6,3.8891333333333336,25.889833333333332
2011,5,7,3.8148666666666666,25.7925
2011,5,8,4.219733333333334,25.674533333333333
2011,5,9,4.401400000000001,25.84593333333333
2011,5,10,4.7649333333333335,25.665733333333336
2011,5,11,3.959533333333333,25.712966666666667
2011,5,12,4.69,25.875466666666668
2011,5,13,4.9078,26.15233333333333
2011,5,14,4.1630666666666665,26.1442
2011,5,15,4.0443999999999996,26.179666666666666
2011,5,16,4.900266666666666,26.341
2011,5,17,4.375666666666667,26.2287
2011,5,18,4.2682,26.242066666666666
2011,5,19,4.7906,26.141099999999998
2011,5,20,4.251733333333333,25.944
2011,5,21,4.7268,26.1215
2011,5,22,3.7315333333333336,25.9928
2011,5,23,3.8992666666666667,26.019466666666666
2011,5,24,3.8906666666666667,25.8275
2011,5,25,3.3295333333333335,25.635266666666666
2011,5,26,3.9480000000000004,25.706933333333332
2011,5,27,3.9626,25.813033333333333
2011,5,28,3.9746000000000006,25.78663333333333
2011,5,29,4.2219999999999995,25.975933333333334
2011,5,30,3.5149333333333335,25.742533333333334
2011,5,31,3.9872666666666667,25.66796666666667
2011,6,1,4.022266666666667,25.503033333333335
2011,6,2,4.179866666666666,25.535333333333334
2011,6,3,4.1668666666666665,25.576466666666665
2011,6,4,4.614133333333333,25.772333333333332
2011,6,5,4.676866666666666,25.8547
2011,6,6,4.653666666666666,25.986
2011,6,7,4.008733333333334,26.006433333333334
2011,6,8,2.9867333333333335,25.660333333333334
2011,6,9,4.0816,25.526666666666667
2011,6,10,3.869333333333333,25.5304
2011,6,11,3.3122,25.287133333333333
2011,6,12,3.006266666666667,24.700533333333333
2011,6,13,3.789666666666667,24.375566666666668
2011,6,14,3.1986000000000003,24.010033333333332
2011,6,15,3.3588,24.16476666666667
2011,6,16,3.4958,24.52563333333333
2011,6,17,2.7729333333333335,24.456733333333336
2011,6,18,3.1688666666666667,24.404633333333333
2011,6,19,4.110333333333333,24.531499999999998
2011,6,20,4.000266666666667,24.4679
2011,6,21,3.3808666666666665,24.581433333333333
2011,6,22,3.6218,24.60993333333333
2011,6,23,3.352533333333333,24.666633333333333
2011,6,24,4.484733333333334,25.018266666666666
2011,6,25,3.3581333333333334,24.9874
2011,6,26,3.2926666666666664,24.762366666666665
2011,6,27,4.5482000000000005,24.911133333333336
2011,6,28,4.3094,24.796566666666667
2011,6,29,4.498666666666666,25.014366666666668
2011,6,30,4.393533333333333,24.895366666666664
2011,7,1,4.435933333333333,24.747400000000003
2011,7,2,4.1558,24.2866
2011,7,3,4.1602,24.249033333333333
2011,7,4,4.127466666666667,24.441466666666667
2011,7,5,2.8626,24.4904
2011,7,6,3.3459333333333334,24.387233333333334
2011,7,7,3.8592666666666666,24.3934
2011,7,8,3.686,24.271366666666665
2011,7,9,4.514333333333333,24.519733333333335
2011,7,10,4.298,24.686966666666667
2011,7,11,4.184866666666667,24.970399999999998
2011,7,12,4.890133333333333,25.118533333333335
2011,7,13,4.6432,25.1744
2011,7,14,4.758933333333333,25.310066666666668
2011,7,15,4.667,25.27413333333333
2011,7,16,4.1004,25.017733333333332
2011,7,17,3.2418666666666667,24.422966666666667
2011,7,18,3.562266666666667,24.532633333333333
2011,7,19,3.6132,24.5092
2011,7,20,3.709666666666667,24.498566666666665
2011,7,21,3.0711333333333335,24.36093333333333
2011,7,22,3.8906666666666667,24.284633333333336
2011,7,23,4.000333333333333,24.1613
2011,7,24,3.7170666666666663,23.93733333333333
2011,7,25,5.2068666666666665,24.207466666666665
2011,7,26,5.305133333333333,24.303166666666666
2011,7,27,5.073466666666667,24.5504
2011,7,28,4.8134,24.667433333333335
2011,7,29,4.450933333333333,24.80516666666667
2011,7,30,3.966466666666667,24.792333333333332
2011,7,31,4.017133333333334,24.713966666666664
2011,8,1,3.5880666666666667,24.47883333333333
2011,8,2,4.213733333333333,24.24983333333333
2011,8,3,5.101733333333334,24.33513333333333
2011,8,4,5.041666666666667,24.26813333333333
2011,8,5,4.6318,24.181366666666666
2011,8,6,5.311533333333333,24.466
2011,8,7,4.5994,24.3254
2011,8,8,4.1916,24.211000000000002
2011,8,9,4.1638,24.063533333333336
2011,8,10,5.1924,24.23313333333333
2011,8,11,5.2640666666666664,24.241933333333332
2011,8,12,4.1476,24.0792
2011,8,13,5.140866666666667,24.347266666666666
2011,8,14,3.918266666666667,24.1775
2011,8,15,4.7818,24.3461
2011,8,16,4.5658666666666665,24.384266666666665
2011,8,17,4.810266666666666,24.267566666666667
2011,8,18,4.363666666666666,24.0548
2011,8,19,4.749466666666667,24.2106
2011,8,20,4.3452,24.36766666666667
2011,8,21,3.9788666666666668,24.082366666666665
2011,8,22,4.192266666666667,24.106033333333336
2011,8,23,4.589733333333333,24.08373333333333
2011,8,24,4.029466666666666,23.945266666666665
2011,8,25,4.556533333333333,24.246066666666664
2011,8,26,5.2898000000000005,24.7975
2011,8,27,5.137666666666666,24.920766666666665
2011,8,28,4.181266666666667,24.93
2011,8,29,4.3600666666666665,24.930766666666667
2011,8,30,4.069,24.635566666666666
2011,8,31,5.007,24.756033333333335
2011,9,1,3.7988000000000004,24.63413333333333
2011,9,2,4.496466666666667,24.5305
2011,9,3,3.561266666666666,24.476666666666667
2011,9,4,5.3536,25.0446
2011,9,5,4.770666666666667,25.2296
2011,9,6,4.443066666666667,24.885566666666666
2011,9,7,3.9042,24.353533333333335
2011,9,8,4.4844,24.519133333333333
2011,9,9,5.587533333333333,24.910600000000002
