Year,Month,Day,Avg_Radiation,Avg_Temperature
2011,1,1,3.991333333333334,24.68155555555556
2011,1,2,5.096666666666667,25.148444444444447
2011,1,3,4.386444444444445,25.211111111111112
2011,1,4,4.773555555555555,25.12933333333333
2011,1,5,3.752444444444445,25.01888888888889
2011,1,6,5.390888888888889,25.055555555555557
2011,1,7,4.653333333333333,24.89111111111111
2011,1,8,5.228666666666666,25.200888888888887
2011,1,9,5.039777777777777,25.46688888888889
2011,1,10,3.7693333333333334,25.307555555555552
2011,1,11,3.3102222222222224,23.793777777777777
2011,1,12,3.7446666666666664,23.73911111111111
2011,1,13,3.618,24.174
2011,1,14,3.2197777777777783,23.82333333333333
2011,1,15,5.236888888888889,24.14622222222222
2011,1,16,4.183333333333334,24.047555555555558
2011,1,17,4.4126666666666665,24.22688888888889
2011,1,18,4.391333333333333,24.591111111111108
2011,1,19,4.693555555555556,24.496222222222222
2011,1,20,4.772,24.51488888888889
2011,1,21,4.803777777777778,24.709555555555557
2011,1,22,3.8224444444444443,24.21622222222222
2011,1,23,4.7011111111111115,24.43711111111111
2011,1,24,4.534666666666666,24.332666666666668
2011,1,25,5.623777777777778,24.396666666666665
2011,1,26,5.244888888888888,24.782
2011,1,27,5.4848888888888885,25.31111111111111
2011,1,28,5.357555555555556,24.523333333333333
2011,1,29,3.793111111111111,24.53688888888889
2011,1,30,4.623777777777778,24.416444444444444
2011,1,31,4.712,24.007777777777775
2011,2,1,4.044888888888889,24.357333333333333
2011,2,2,4.981777777777778,25.005333333333333
2011,2,3,4.380222222222223,25.017555555555553
2011,2,4,4.356222222222223,24.74377777777778
2011,2,5,4.848,24.332222222222224
2011,2,6,5.184,24.938666666666666
2011,2,7,5.061333333333333,24.93888888888889
2011,2,8,5.4013333333333335,25.127333333333333
2011,2,9,5.945555555555556,25.55
2011,2,10,5.546,25.810222222222222
2011,2,11,3.833777777777778,24.965333333333334
2011,2,12,6.068,25.094666666666665
2011,2,13,5.623777777777778,25.425111111111114
2011,2,14,6.02,25.51822222222222
2011,2,15,4.082888888888888,25.18066666666667
2011,2,16,4.419555555555555,24.58422222222222
2011,2,17,5.609111111111111,24.914444444444445
2011,2,18,4.978666666666666,25.136222222222223
2011,2,19,4.806,24.43288888888889
2011,2,20,3.6095555555555556,24.012888888888888
2011,2,21,4.668666666666667,24.686666666666667
2011,2,22,5.721333333333333,25.403555555555556
2011,2,23,5.412888888888889,25.542222222222225
2011,2,24,4.499333333333333,24.710444444444445
2011,2,25,5.555777777777777,25.414222222222225
2011,2,26,4.792888888888889,25.05977777777778
2011,2,27,4.824666666666666,24.892666666666667
2011,2,28,4.773777777777777,24.947555555555557
2011,3,1,3.8817777777777778,23.840666666666664
2011,3,2,3.9288888888888893,24.465777777777777
2011,3,3,5.232222222222222,25.25288888888889
2011,3,4,5.384222222222222,25.421333333333333
2011,3,5,5.299111111111111,25.078666666666667
2011,3,6,4.486888888888889,25.333111111111112
2011,3,7,4.400666666666667,25.577555555555556
2011,3,8,4.506222222222222,25.070666666666668
2011,3,9,5.484,25.19644444444444
2011,3,10,4.868444444444444,25.096666666666664
2011,3,11,4.666,24.808666666666667
2011,3,12,5.211555555555556,25.25133333333333
2011,3,13,3.8195555555555556,24.66177777777778
2011,3,14,5.367111111111111,24.574666666666666
2011,3,15,4.888,24.530222222222225
2011,3,16,5.187333333333333,25.351555555555553
2011,3,17,4.647111111111111,25.013111111111108
2011,3,18,4.957111111111111,24.92888888888889
2011,3,19,3.9922222222222223,25.454444444444444
2011,3,20,5.278666666666666,25.29511111111111
2011,3,21,3.596888888888889,24.405555555555555
2011,3,22,4.652222222222222,24.39177777777778
2011,3,23,4.743777777777778,24.452666666666666
2011,3,24,4.777111111111111,25.053111111111107
2011,3,25,5.122,25.374444444444443
2011,3,26,5.456222222222222,25.548000000000002
2011,3,27,5.462888888888888,25.32311111111111
2011,3,28,5.191777777777777,25.000444444444444
2011,3,29,5.449777777777778,25.289555555555555
2011,3,30,5.188666666666667,25.061999999999998
2011,3,31,5.574,24.665111111111113
2011,4,1,5.429111111111111,25.203555555555557
2011,4,2,5.0760000000000005,25.122666666666667
2011,4,3,5.873333333333334,25.561999999999998
2011,4,4,5.067111111111111,25.249333333333333
2011,4,5,5.524666666666667,25.22088888888889
2011,4,6,5.214444444444444,25.374
2011,4,7,4.882444444444444,25.631555555555558
2011,4,8,5.612444444444445,25.715333333333334
2011,4,9,4.775777777777778,25.270666666666667
2011,4,10,4.721777777777778,25.456666666666667
2011,4,11,4.551111111111111,24.553111111111114
2011,4,12,5.117777777777778,24.639555555555553
2011,4,13,5.150222222222222,25.329555555555554
2011,4,14,5.742222222222222,25.53911111111111
2011,4,15,4.210222222222223,25.331333333333337
2011,4,16,5.058888888888889,25.44977777777778
2011,4,17,5.365777777777778,25.798222222222225
2011,4,18,4.432888888888889,25.063555555555553
2011,4,19,5.338444444444444,25.473555555555553
2011,4,20,5.881333333333334,25.819555555555556
2011,4,21,3.517333333333333,25.567333333333334
2011,4,22,5.397777777777778,25.827555555555556
2011,4,23,5.330888888888889,26.154444444444444
2011,4,24,2.6944444444444446,25.06688888888889
2011,4,25,5.672000000000001,25.689999999999998
2011,4,26,5.268,25.67422222222222
2011,4,27,3.558888888888889,24.789555555555555
2011,4,28,5.211111111111111,25.14777777777778
2011,4,29,5.109333333333333,25.727777777777778
2011,4,30,4.076888888888889,25.14311111111111
2011,5,1,5.269333333333334,25.248
2011,5,2,3.7168888888888887,24.387111111111114
2011,5,3,5.448444444444444,25.39977777777778
